
name,code
vinyl chloride exposure,s27479864n
spinal muscular atrophy with respiratory distress type 2,s27489483n
XYYY syndrome,s27526783n
mucinous carcinoma of the breast,s27637842n
osteomalacia in pregnancy,s27743224n
Hyperkeratosis lenticularis perstans,s27745986n
"Microphthalmia, syndromic 12",s27808041n
diabetic foot infection,s27820221n
Spongy degeneration of the central nervous system,s27825164n
Ghost cell glaucoma,s27856395n
esophagogastric junction outflow obstruction,s27888113n
Monoclonal Immunoglobulin Deposition Disorder,s27902953n
CDKL5 deficiency disorder,s27921588n
Nociplastic pain,s27943315n
bizarre parosteal osteochondromatous proliferation,s27985844n
"Cerebellar ataxia, neuropathy, vestibular areflexia syndrome",s27990603n
familial Danish dementia,s28013147n
twelfth rib syndrome,s28108104n
fibroblastic and myofibroblastic tumors,s28283469n
lipofibromatosis-like neural tumor,s28317998n
Malignant migrating partial seizures in infancy,s28354632n
secondary glaucoma,s28359610n
ischemic fasciitis,s28515952n
congenital intrinsic factor deficiency,s28523071n
cellular angiofibroma,s28535882n
Olmsted syndrome,s28582014n
Angiofibroma of soft tissue,s28625453n
Recurrent painful ophthalmoplegic neuropathy,s28634527n
orbital emphysema,s28634531n
Broken finger,s28651235n
purulent meningitis,s28680222n
Embryonal tumour with multilayered rosettes,s28748535n
"dermatofibrosarcoma protuberans, fibrosarcomatous",s28754432n
hitchhiker's thumb,s28771561n
non-freezing cold injury,s28784900n
Gardner fibroma,s28826607n
Filippi syndrome,s28844925n
meibomian gland dysfunction,s28853916n
Syndromic Microphthalmia,s28869170n
low-grade myofibroblastic sarcoma,s28869316n
leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,s29060504n
Progressive cardiac conduction defect,s29071255n
sexual masochism disorder,s29747244n
"emotionally unstable personality disorder, impulsive type",s15926460n
phosphoenolpyruvate carboxykinase deficiency,s16319902n
Insect mycophagy,s16332842n
Faroe SUCLA2 related disease,s16496316n
chronic tonsillitis,s16785278n
akinetic abulic syndrome,s05475601n
Bence Jones proteinuria,s05305422n
hair loss in children,s06380677n
pacemaker syndrome,s05582523n
automatic tachycardia,s22327703n
HIV wasting syndrome,s14411434n
cerebellar degeneration,s23231817n
Mycoplasma pneumoniae infection,s25303429n
Jaccoud's syndrome,s06310316n
Autoimmune GFAP astrocytopathy,s23437794n
anti-AQP4 disease,s24656501n
Tibial bowing,s17062792n
breast malformation,s05078723n
human tail,s05215653n
duplicated ureter,s05277980n
congenital bile acid synthesis defect,s07654730n
Congenital leukemia,s21899342n
caudal duplication,s24462560n
ulnar hemimelia,s27259828n
cephalic disorder,s27268659n
Acquired haemophilia,s05252417n
Vijaya Dabbe,s26567989n
chordoid glioma,s27037522n
diffuse astrocytoma,s27262709n
iterative fracture,s05317398n
leg fracture,s06048546n
open fracture,s21801231n
Busch fracture,s23322406n
foot fracture,s25038640n
shoulder fracture,s27893581n
invasive ductal carcinoma,s05234733n
chronic obstructive bronchitis,s05863336n
plastic bronchitis,s24115704n
candidiasis in birds,s05768294n
vaginal carcinoma,s25460090n
dilated cardiac chambers,s11185862n
Eustachian catarrh,s05173366n
Purulent catarrh,s08062107n
chronic critical illness,s22126020n
MDR1 multiple drug sensitivity,s05575046n
inherited tumor,s05578716n
Ashkenazi diseases,s06265046n
synpolydactyly type 1,s06265346n
progressive pseudorheumatoid arthropathy of childhood,s06265886n
Joubert syndrome with oculorenal defect,s06278450n
cortical hyperostosis,s06279883n
sex-influenced disease,s06467901n
"Severe X-linked intellectual disability, Gustavson type",s08743108n
Hooft disease,s08743203n
posterior polymorphous corneal dystrophy 2,s10935620n
posterior polymorphous corneal dystrophy 3,s10935621n
acral mutilation syndrome,s17954491n
"ataxia, deafness and cardiomyopathy",s17960360n
NGLY1 deficiency,s21722059n
keratoendotheliitis fugax hereditaria,s21754859n
alcohol intolerance,s21769197n
brachydactyly type D,s21806768n
Crosby's syndrome,s21885507n
canine pituitary dwarfism,s22250721n
familial eosinophilia,s22290448n
Warsaw breakage syndrome,s23003242n
3-methylglutaconic aciduria type 1,s23587760n
microcephalic osteodysplastic primordial dwarfism type I,s23725551n
brachydactyly type C,s23755543n
Abdominal chemodectomas with cutaneous angiolipomas,s23809891n
Sorsby's fundus dystrophy,s23863702n
Recessive dystrophic epidermolysis bullosa,s24043986n
rigid spine syndrome,s24067935n
aromatic L-amino acid decarboxylase deficiency,s24715153n
Leucine-sensitive hypoglycemia of infancy,s25042729n
Mitochondrial complex II deficiency,s26005984n
enhanced S-cone syndrome,s26725315n
Perry syndrome,s27031692n
X-linked intellectual disability-hypotonic face syndrome,s27397000n
Schimke syndrome,s28021908n
Cousin Syndrome,s28497828n
Radica and Doodica,s21951361n
Lucio and Simplicio Godino,s21952052n
Ganga and Jamuna Shreshta,s22169175n
Radhika and Dudhika Nayak,s23594581n
parasitic twin,s27267466n
Katie and Eilish Holton,s28554691n
intentional contagion of infection,s24723994n
coronavirus disease,s26690487n
Katie and Eilish Holton,s28554691n
intentional contagion of infection,s24723994n
coronavirus disease,s26690487n
bedtime procrastination,s27458400n
renal cyst,s07049980n
oral cyst,s16165080n
epididymal cyst,s22230633n
cervical thymic cyst,s24101194n
nasopharyngeal cyst,s24952025n
Dissociative stupor,s10836356n
post-traumatic arthrosis,s05125996n
shoulder arthritis,s05146389n
elbow osteoarthritis,s05338472n
varus gonarthrosis,s05551699n
sacroiliac osteoarthritis,s05589251n
glenohumeral arthrosis,s05849374n
Post-traumatic arthritis,s21802370n
sebum deficiency eczema,s08148520n
cutaneous haemorrhage,s05523600n
skin plaque,s06469323n
epidermal nevus,s06496218n
demodectic mange in cats,s17305311n
Spitzoid lesion,s21898050n
cutaneous lupus erythematosus,s21900632n
application site reaction,s24136987n
immersion foot syndrome,s27269426n
postinfectious encephalitis,s06319440n
Hendra virus infection,s24817971n
Vidian neuralgia,s06273222n
skin burn complication,s05871411n
cardiac allograft vasculopathy,s23839220n
endocardiosis in dogs,s05126254n
dachshund paralysis,s05187621n
monogenic disease,s05219062n
copper toxicosis,s05298558n
gonadal agenesis,s05320940n
canine neuronal ceroid lipofuscinoses,s05384252n
Lundehund syndrome,s05454678n
psychogenic mental retardation,s05259805n
loss of reality,s05581941n
emotional disorder,s05747843n
behavioral disorder associated with intellectual disabilities,s06528194n
hysterical psychosis,s08606437n
endogenous mental disorder,s16438332n
serious mental illness,s18162170n
psychopathological syndrome,s23517195n
racial trauma,s24288958n
Adele syndrome,s25086900n
esophageal diverticulum,s05152471n
duodenal diverticulum,s05234523n
primordial dwarfism,s27269413n
Murray Valley encephalitis,s05145677n
subclinical endometritis,s06522885n
low compliance bladder,s05454879n
urge incontinence,s06447256n
reflex incontinence,s06451492n
extraurethral incontinence,s06451493n
coital incontinence,s24377876n
red man syndrome,s05329048n
eye irritation,s06295772n
eye inflammation,s06782566n
dog eye disease,s07170366n
eye allergy,s08571555n
optic neuritis,s27270062n
internal hordeolum,s06762026n
subcutaneous filariasis,s19831756n
serous cavity filariasis,s24739465n
urachal fistula,s21773975n
Tracheoinnominate fistula,s23745031n
Ceratophyllus pulicosis,s06046725n
Ctenocephalides flea pulicosis,s06046737n
Nosopsyllus flea pulicosis,s06050748n
affective seizure,s05070540n
food infection,s06784039n
white kidney bean incident,s18278495n
alimentary toxic aleukia,s22230043n
Japan Air Lines food poisoning incident,s24123357n
foodborne disease outbreak,s25580152n
pituitary gigantism,s09219533n
Schloffer tumor,s05146102n
Umbilical granuloma,s06779091n
intubation granuloma,s26363050n
Embryonal tumour with multilayered rosettes,s28748535n
"dermatofibrosarcoma protuberans, fibrosarcomatous",s28754432n
hitchhiker's thumb,s28771561n
non-freezing cold injury,s28784900n
Gardner fibroma,s28826607n
Filippi syndrome,s28844925n
meibomian gland dysfunction,s28853916n
Syndromic Microphthalmia,s28869170n
low-grade myofibroblastic sarcoma,s28869316n
leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,s29060504n
Progressive cardiac conduction defect,s29071255n
sexual masochism disorder,s29747244n
"emotionally unstable personality disorder, impulsive type",s15926460n
phosphoenolpyruvate carboxykinase deficiency,s16319902n
Insect mycophagy,s16332842n
Faroe SUCLA2 related disease,s16496316n
chronic tonsillitis,s16785278n
akinetic abulic syndrome,s05475601n
Bence Jones proteinuria,s05305422n
hair loss in children,s06380677n
pacemaker syndrome,s05582523n
automatic tachycardia,s22327703n
HIV wasting syndrome,s14411434n
cerebellar degeneration,s23231817n
Mycoplasma pneumoniae infection,s25303429n
Jaccoud's syndrome,s06310316n
Autoimmune GFAP astrocytopathy,s23437794n
anti-AQP4 disease,s24656501n
Tibial bowing,s17062792n
breast malformation,s05078723n
human tail,s05215653n
duplicated ureter,s05277980n
congenital bile acid synthesis defect,s07654730n
Congenital leukemia,s21899342n
caudal duplication,s24462560n
ulnar hemimelia,s27259828n
cephalic disorder,s27268659n
Acquired haemophilia,s05252417n
Vijaya Dabbe,s26567989n
deep clean,s27322413n
beard trimming,s05220118n
fractional sterilization,s05747071n
food sterilization,s05777806n
occupational safety,s06751791n
occupational safety,s06969018n
Occupational safety and health in Valencian Country,s23749663n
niacin deficiency,s05898274n
endocrine obesity,s05069944n
bakers' eczema,s05391705n
acne venenata,s05164699n
Gottron's sign,s06466036n
barbiturate blister,s05378577n
severe cutaneous adverse reactions,s21794670n
Sutton's disease,s27448612n
Photoparoxysmal Response,s17957610n
plaque psoriasis,s06961581n
palmoplantar psoriasis,s06961621n
pustular psoriasis,s22174552n
Respiratory tract inflammation,s14634263n
respiratory compromise,s21814121n
Pacific Coast tick fever,s23817632n
duodenal stenosis,s17873303n
drug dependence,s04165250n
exhaustion disorder,s11514540n
frosted glass lung nodule,s24189585n
auditive neglect,s05271729n
somatosensory neglect,s05271732n
olfactory neglect,s05271748n
root fracture,s21748818n
enamel fracture,s21759088n
cracked tooth,s23767274n
Enamel-dentine fracture,s25004835n
unidirectional block,s22696357n
congenital heart block,s25464278n
senile rhinitis,s05153421n
infectious chronic rhinitis,s07186993n
fish tuberculosis,s15232458n
rectal myiasis,s06073660n
vertebra plana,s16965053n
tonsil carcinoma,s21712158n
Page kidney,s05443261n
hypertensive kidney disease,s12671439n
neonatal infections group B streptococcus,s10838044n
phlegmon in newborn,s11078712n
twisted pedicle,s05583044n
nasal syphilis,s04636560n
maxillary sinusitis,s17324840n
infiltrative tuberculosis,s05864047n
lumpy skin disease,s28116121n
hexamitiasis in tortoises,s05343277n
hexamitiasis in poultry,s05773567n
chromium allergic contact dermatitis,s05193779n
cobalt allergy,s06488787n
gold allergy,s08572582n
Streptococcul infection,s07822207n
ectopia lentis-chorioretinal dystrophy-myopia syndrome,s24625919n
corneal dellen,s14347940n
neurotrophic keratitis,s21763111n
nonverbal people,s04675454n
developmental language disorder,s05156601n
developmental dysphasia,s05776591n
posterior fossa syndrome,s21887427n
Prefibrotic primary myelofibrosis,s26132124n
thunderstorm asthma,s21761566n
reduction defects of upper limb,s07471009n
nevus cell nevi,s05193590n
Oral melanocytic nevi,s06836450n
blue nevus,s17356234n
brown rot of fruit,s04066394n
Clavibacter michiganensis subsp. sepedonicus,s05135544n
iron toxicity,s05408751n
apple proliferation,s05433350n
pear decline,s05536600n
Sugarcane mosaic,s05750600n
leaf spot of sorghum,s05750615n
Storage rots,s05955545n
Venturia pyrina,s06337284n
bacterial plant disease,s06449086n
tobacco mosaic,s06477394n
soil borne diseases,s06498139n
marandu death syndrome,s06877198n
potato wart disease,s06996461n
olive peacock spot,s08521570n
blackcurrant reversion disease,s10425833n
scleroderris canker,s14122944n
crown gall disease,s14127894n
bacterial blight of lilac,s14127904n
Prunus Necrotic Ringspot disease,s14128116n
little cherry disease,s14130701n
chrysanthemum stunt disease,s14133670n
bacterial wilt and canker of tomato,s14133778n
black spot disease,s17062660n
early blight,s17062709n
rose mosaic,s17316599n
Cercospora leaf spot,s18245494n
raspberry vein chlorosis,s21928850n
raspberry yellow rust,s21929810n
rose rust,s21930849n
Rust of sunflower,s21932115n
White rust of chrysanthemum,s21932157n
Akiochi disease,s22232370n
Alternaria leaf spot,s25363076n
citrus blight,s25591455n
sheath blight of rice,s25633967n
focal facial dermal dysplasia type II,s27451957n
Strachan syndrome,s05286864n
Barré–Liéou syndrome,s21748093n
autosomal recessive congenital ichthyosis,s23438683n
SPONASTRIME dysplasia,s24154313n
early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,s25844463n
post-adoption depression syndrome,s23485330n
Mahvash disease,s23681815n
Gastrointestinal radiation injury,s05340376n
idiopathic mesenteric phlebosclerosis,s09686235n
Natural killer cell enteropathy,s23890047n
indolent T cell lymphoproliferative disorder of the gastrointestinal tract,s23951260n
flat occiput,s22385778n
fowl spirochetosis,s05216017n
idiopathic osteonecrosis of the femoral head,s08088991n
Lymphatic cyst,s05379441n
Congenital intestinal obstruction,s05898325n
E. coli infection in lambs,s04523164n
acetonaemia in cows,s05075515n
acetonuria in animals,s05075522n
Guinea pig disease,s05188661n
food allergy in animals,s05204148n
bovine trichomoniasis,s05226527n
kangaroo lumpy jaw disease,s05241687n
malocclusion in rabbits,s05318064n
Von-Willebrand disease in animals,s05554652n
rabbit disease,s06319293n
pasteurellosis of cattle,s06393654n
sole ulcer,s06546068n
Acute ruminal lactic acidosis,s06883536n
Animal esotropia,s07052393n
Clostridial infections in sheep,s07166688n
White heifer disease,s08177908n
vaginal prolapse in animals,s08179120n
hove disease,s08598251n
porcelain disease,s08652134n
Deer cutaneous fibroma,s08766059n
uveodermatologic syndrome,s08786183n
Copper deficiency in sheep,s09267381n
bovine hyperkeratosis,s09270711n
livestock disease outbreak,s10265026n
balloon syndrome,s10831316n
Tritrichomonas foetus infection in cats,s15504991n
schistosoma reflexum,s16165900n
fungal infections in cats,s16596464n
border disease,s17291783n
Camel spongiform encephalopathy,s22215997n
coral disease,s22363140n
Swine acute diarrhea syndrome coronavirus,s24458123n
Degenerative Lumbosacral Stenosis,s25879810n
angular limb deformity,s27685620n
leg ulcer,s07180400n
tropical ulcer,s21822663n
very early onset inflammatory bowel disease,s22158428n
CD55 deficiency,s22175054n
Bicyclists vulva,s25110639n
ovarian germ cell tumors,s24101723n
Pleural plaque,s08654479n
vascular tumor,s18411046n
carunculae hymenales,s05386157n
X-linked intellectual disability-seizures-psoriasis syndrome,s23276102n
"deafness-intellectual disability, Martin-Probst type syndrome",s23633988n
Roifman syndrome,s23832115n
vaginal aplasia,s05146764n
near miss,s27268437n
kidney stone,s05878865n
sensory hyperreactivity,s08658117n
Pharyngostomum cordatum infection,s07816993n
cutaneous tuberculosis,s05096555n
avian mycotoxicosis,s05771822n
avian aflatoxicosis,s05771851n
avian ochratoxicosis,s05771924n
tall fescue poisoning,s24231897n
phosphorus poisoning,s05170761n
cycad poisoning,s05745804n
alcohol poisoning,s08602271n
Carbamate poisoning,s22330543n
"49,XXXYY syndrome",s24583271n
acute undifferentiated leukemia,s05244420n
ischemic myocardial contracture,s05454342n
spastic paresis,s22188751n
substance-induced anxiety disorder,s06494802n
"Metaphyseal dysplasia, Pyle type",s17941879n
familial juvenile hyperuricemic nephropathy,s18027241n
spinocerebellar ataxia type 31,s18264047n
spinocerebellar ataxia type 2,s18265039n
Diffuse epidermolytic palmoplantar keratoderma,s21619536n
Christianson syndrome,s21681799n
Autosomal recessive spastic ataxia of Charlevoix-Saguenay,s21711133n
Arts syndrome,s21715052n
spinocerebellar ataxia type 1,s21724704n
Charcot-Marie-Tooth disease X-linked recessive 5,s21885503n
autosomal dominant non-syndromic intellectual disability 5,s21887037n
"myopathy, lactic acidosis, and sideroblastic anemia",s22264676n
spastic ataxia 3,s22326296n
Helsmoortel-Van der Aa syndrome,s22493089n
Stromme syndrome,s23507890n
Enamel-Renal Syndrome,s23564786n
X-linked intellectual disability-psychosis-macroorchidism syndrome,s23587749n
syndromic X-linked intellectual disability type 10,s23587756n
Cole-Carpenter syndrome,s23625078n
White Sutton syndrome,s23630274n
"acromesomelic dysplasia, Maroteaux type",s23755492n
Matthew-Wood syndrome,s23785242n
Sengers syndrome,s25033532n
Waardenburg syndrome type 3,s25310888n
orofaciodigital syndrome V,s25519614n
Waardenburg Syndrome Type 4A,s25749236n
Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome,s25788784n
acromelic frontonasal dysostosis,s26411653n
gangliosidosis GM1,s27268881n
Isolated growth hormone deficiency,s29012351n
Intravascular coagulation,s06505425n
factor VII deficiency,s21720425n
factor X deficiency,s21751452n
papillomatosis in birds,s05759482n
roe deer papillomatosis,s05789028n
sailor gait,s05561631n
waddling gait,s06446246n
Wernicke-Mann hemiplegia,s18361395n
myopathic gait,s27270390n
Polymerase proofreading-associated polyposis,s25989842n
Epstein-Barr virus-associated lymphoproliferative diseases,s23603970n
monomorphic epitheliotropic intestinal T cell lymphoma,s23992788n
pain in spine,s05178642n
fish vertebra,s05299885n
"acromesomelic dysplasia, Maroteaux type",s23755492n
vertebral hemangioma,s24176840n
hemiplegic migraine,s22356225n
Andermann syndrome,s21711130n
vaginal prolapse,s05470542n
anorexia during pregnancy,s21906013n
Toxoplasma pneumonia,s12652199n
intervertebral osteochondrosis,s05319153n
ring chromosome 15,s24741668n
ring chromosome 22,s27521025n
Organic dyslalia,s06310437n
Motor dyslalia,s06310438n
sensorial dyslalia,s06310439n
Diabetic complications cardiovascular,s05756325n
Nobekur's syndrome,s06014285n
diabetic mastopathy,s24502391n
"complaints of arm, neck and shoulder",s06487388n
mouse arm,s06489568n
allergy to animal hair,s08675512n
esophageal rupture,s05248911n
tianeptine abuse,s18481812n
diphenhydramine abuse,s21432007n
withdrawal symptom,s21709929n
overvalued idea,s06345100n
paralogical thinking,s15074212n
Luft's syndrome,s23512513n
feline hypervitaminosis A,s06772859n
bone sarcoma,s26229351n
Developmental odontogenic cyst,s06564828n
prostate calculus,s04193256n
Loose body in joint,s04082741n
Ischiopubic synchondrosis of van Neck,s05402300n
argyrophilic grain disease,s16579780n
chronic heart failure,s06450228n
chronic rhinosinusitis,s22195685n
skin abscess,s06900508n
cryptogenic drop attacks,s18499813n
TAFRO syndrome,s24924201n
progressive iris atrophy,s21283645n
Lorain-Levi syndrome,s06046353n
mandibular retrognathism,s04111749n
maxillary retrognathism,s05308836n
bovine viral diarrhea-mucosal disease,s07747750n
Localized tumor,s06969152n
idiopathic hypereosinophilic syndrome,s21903175n
Eisenmenger complex,s05136499n
neuroleptic-induced parkinsonism,s06093033n
Granular myringitis,s23992502n
feline gingivostomatitis,s04083842n
secondary biliary cirrhosis,s05303672n
Grauhan syndrome,s17923565n
Dzierzynsky syndrome,s17924826n
Cedar pollinosis,s07844198n
epicardial myocarditis,s27784679n
vasodilatory shock,s23887044n
fish poisoning,s05128959n
acute epididymo-orchitis,s06809790n
porcine intestinal spirochaetosis,s05215867n
Norovirus gastroenteritis,s08637216n
small bowel atresia,s05382513n
Fabry's crisis,s18461507n
tall stature,s05157148n
gallbladder mucocele,s07080520n
laxative abuse,s05156094n
duodenal cancer,s05433141n
LAMB Syndrome,s05162841n
NAME syndrome,s05162843n
Hakim's triad,s05194564n
Wartenberg's syndrome,s05275360n
bobble-head doll syndrome,s05309699n
John Wayne Syndrome,s05784015n
Kulenkampff-Tarnow syndrome,s06094000n
akinetic-rigid syndrome,s06114453n
sensory processing sensitivity,s06185676n
Small Penis Syndrome,s06346519n
dependence syndrome,s11022287n
mucocutaneous ocular syndrome of Fuchs,s15493791n
sicca syndrome,s17874473n
Allen-Hines syndrome,s17946530n
religious trauma syndrome,s22331401n
thiamine-responsive megaloblastic anemia syndrome,s22342653n
Carey Fineman Ziter syndrome,s22375951n
savant syndrome,s23025579n
Syndromes affecting the heart,s23399424n
IGSF1 deficiency syndrome,s23607373n
H syndrome,s23677345n
Peter Pan syndrome,s23785965n
Posterior inferior cerebellar artery syndrome,s24281740n
achalasia microcephaly,s24294117n
brachyolmia-amelogenesis imperfecta syndrome,s24574039n
Perrault syndrome,s24583276n
fetal akinesia deformation sequence,s25364100n
Hecht-Scott syndrome,s25469073n
motor developmental delay due to 14q32.2 paternally expressed gene defect,s25484877n
cleft lip-palate-ectodermal dysplasia syndrome,s25555607n
autistic burnout,s25664764n
multisystem inflammatory syndrome in children,s25783745n
chromosome 2q32-q33 deletion syndrome,s25847538n
Meier-Gorlin syndrome,s26026355n
mosaic variegated aneuploidy syndrome 1,s26039778n
Branchioskeletogenital syndrome,s26139762n
"hypertelorism, microtia, facial clefting syndrome",s26175693n
Wilkomirski syndrome,s26604642n
Post-cardiac arrest syndrome,s29086576n
Spasmus nutans,s06305860n
catheter-associated urinary tract infection,s23834268n
spider telangiectasis,s05210626n
big liver and spleen disease,s05762320n
anaplastic ependymoma,s24504563n
complete spinal cord injury,s05316568n
psychogenic vomiting,s27452792n
ovulation bleeding,s18102240n
pancreatic mucinous cystic neoplasm,s25427267n
Serous cystadenoma,s25016429n
gluten ataxia,s08723953n
eye burn,s06009072n
late life depression,s05144600n
cognitive inertia,s04262457n
digital dementia,s21875434n
lung pierced by sword,s05197163n
lung rupture,s05307467n
traumatic pneumothorax,s06435708n
vaping-associated pulmonary injury,s24928748n
systemic autoinflammatory disease,s08761332n
GFER Syndrome,s22215895n
Radiation-induced lumbar plexopathy,s21807973n
spasm induced fracture,s06048720n
central nervous system primitive neuroectodermal tumor,s24033762n
neuroepithelial neoplasm,s27048368n
femoral retroversion,s05426961n
neonatal clavicular fracture,s14743576n
atriodigital dysplasia,s22272062n
nipple pigmentation,s24433170n
functional nonretentive fecal incontinence,s06335516n
fracture of glenoid cavity of scapula,s14758420n
refractory anemia with ringed sideroblasts and thrombocytosis,s10022121n
trisomy 14,s05172847n
trisomy 15,s05176238n
pentasomy X,s05221827n
trisomy 3,s05588173n
trisomy 12,s05588205n
Benign recurrent intrahepatic cholestasis,s06497416n
familial combined hyperlipidemia,s06518060n
male androgenic alopecia,s06376821n
necrotic enteritis in poultry,s05767351n
vulval Paget's disease,s24522708n
Poorly cohesive gastric carcinoma,s21471561n
march hemoglobinuria,s05204333n
renal sarcoidosis,s05215886n
RHYNS syndrome,s08775297n
renal abscess,s08785707n
shrunken pore syndrome,s26274605n
diffuse alopecia areata,s06380274n
pseudo-alopecia areata,s06380672n
mucosal lichen planus,s25562150n
Lichen planopilaris,s26968979n
guinea pig pasteurellosis,s05240440n
sarcoptic mange in dogs,s05286755n
psittacosis in birds,s05768134n
disease caused by insects,s05993603n
helminthic zoonosis,s20227407n
Frederick's syndrome,s05808012n
Frederick's syndrome,s05808012n
pacemaker-mediated tachycardia,s06341959n
Impact of the COVID-19 pandemic on children,s25716437n
insulin dependent diabetes mellitus type 1B,s18330910n
primary progressive multiple sclerosis,s25003345n
Marine-Lenhart syndrome,s05199972n
IgG4-associated cholangitis,s10465598n
Lewis-Sumner syndrome,s15892454n
axial spondyloarthritis,s22243686n
Undescended testicle in horses,s08562939n
Boutonniere deformity,s05348273n
deformity of chest and rib,s17928035n
allergic contact dermatitis,s05799531n
seborrhea adiposa,s05157689n
seborrhea sicca,s05192935n
saddle sore,s27269227n
post kala-azar dermal leishmaniasis,s06826147n
nasal vestibule furuncle,s06251263n
furuncle of face,s07786310n
anal eczema,s05536120n
atopic dermatitis of scalp,s09201991n
cockade pattern rash,s05184723n
non-blanching rash,s23997676n
idiopathic urticaria,s14884377n
white dermographism,s23668005n
alopecia X,s05431527n
dog bacterial folliculitis,s23738939n
Tattoo allergy,s06309630n
penile paraffinoma,s05397420n
breast paraffinoma,s05401351n
fasciitis-panniculitis syndrome,s09680496n
ocular cysticercosis,s06972373n
rodent mite dermatitis,s22159183n
Thysanoptera dermatitis,s06073502n
arthropod dermatitis,s06075131n
Nevus sebaceus of Jadassohn,s06266810n
depressive syndrome,s04230578n
behavioral disorder,s06783457n
Godot's syndrome,s06761150n
cluster C personality disorder,s07041005n
"Delusional disorder, somatic type",s06645838n
delusion of filiation,s14103717n
late-onset schizophrenia,s05160159n
substance abuse in schizophrenia,s14467731n
childhood schizophrenia,s23705749n
trance disorder,s08606391n
dissociative anesthesia,s11510865n
trance and possession disorder,s16010954n
maladaptive daydreaming,s23550178n
Other specified dissociative disorder,s26284980n
child abduction by pedophile,s06493816n
helper syndrome,s05134553n
dyssocial personality,s05517729n
Immature personality disorder,s26526848n
nap time sleep terror,s14877057n
attention deficit disorder,s22325420n
Lisa Littman,s24028053n
failure of genital response,s06481277n
Biemond syndrome type 2,s24274609n
pulmonary agenesis,s16311962n
Guérin-Stern syndrome,s06265583n
Genoa syndrome,s06277904n
isotretinoin embryopathy,s06278902n
thalidomide scandal,s13867898n
Rodrigues blindness,s15806864n
Edinburgh malformation syndrome,s21879343n
spinal dysraphism,s05524862n
ulnar dimelia,s24006154n
Morel-Wildi syndrome,s06301497n
epithelioid glioblastoma,s26983297n
Rosette-forming glioneuronal tumor,s27051536n
distal humeral fracture,s05422333n
humeral shaft fracture,s17143718n
proximal humerus fracture,s23564501n
femoral head fracture,s05408069n
calvarial fracture,s11277887n
parry fracture,s05458553n
talus fracture,s25035636n
broken toe,s28634897n
chronic asthmatic bronchitis,s16103056n
liver angiosarcoma,s25006408n
radon-related lung cancer,s05155478n
oral squamous cell carcinoma,s21920539n
palatal neoplasm,s24978387n
white cancer,s25111089n
malignant chondroid syringoma,s25726859n
lymphoepithelioma-like thymic carcinoma,s21906330n
Squamous-cell carcinoma of the vagina,s21771119n
oral squamous cell carcinoma,s21920539n
Squamous-cell carcinoma of the vagina,s21771119n
chronic cardiac insufficiency,s16492088n
Hypertension and the brain,s26944407n
burn shock,s05871407n
post-burn pruritus,s07841663n
peptic esophagitis,s06773374n
gastric reflux finding,s15238082n
cytochrome P450 oxidoreductase deficiency,s23765001n
video game sickness,s05183716n
Grammar Pedantry Syndrome,s23659030n
tardive dystonia,s06122924n
Dermatitis repens,s05194410n
PIK3CA-related overgrowth spectrum,s23252879n
segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome,s24324894n
segmental aplasia of the mullerian ducts,s05283664n
Mullerian anomalies,s21735155n
congenital pollex flexus,s05143704n
torsion of the appendix testis,s25632151n
galactorrhea-amenorrhea syndrome,s17885712n
work-related disease,s08737826n
congenital hereditary endothelial dystrophy type I,s10935603n
exposure keratopathy,s26140761n
vector-borne transmission,s25623745n
human-to-human transmission,s25790912n
Walcheren Fever,s06519029n
2006 Norwegian E. coli outbreak,s07156388n
Gelsenkirchen Typhoid Epidemic of 1901,s14405370n
1915 typhus and relapsing fever epidemic in Serbia,s18499537n
2017–18 United States flu season,s21730420n
2017 Gorakhpur hospital deaths,s22066291n
2018–2020 Kivu Ebola epidemic,s22363219n
Plague epidemic in Morocco,s22695572n
1870 Barcelona yellow fever epidemic,s23675515n
1929–1930 psittacosis pandemic,s24093472n
1563 London plague,s24289213n
2019 Kuala Koh measles outbreak,s24796799n
Romanian typhus outbreak during WWI,s25252834n
COVID-19 pandemic in Israel,s25522706n
412 BC epidemic,s25551346n
1821 Barcelona yellow fever epidemic,s25561677n
1772–1773 Persian Plague,s25575920n
Black Death in Sweden,s25651500n
Black Death in France,s25669590n
Black Death in Italy,s25717822n
1853 Stockholm cholera outbreak,s25782971n
1913 Romanian Army cholera outbreak,s25917059n
1976 Zaire Ebola virus outbreak,s25950617n
Hittite plague,s28955484n
personal hygiene,s06298213n
male grooming,s23745164n
occupational health and safety,s27269822n
intentional contagion of sexually transmitted infection,s05954715n
wrist ganglion,s26469622n
Kyungshin famine,s06242738n
Yōwa famine,s07783808n
Kangi famine,s07788671n
2017 South Sudan famine,s21750234n
Nyasaland Famine 1949,s21794917n
1866-1868 famine in Algeria,s21853286n
Kanshō famine,s23171035n
Persian famine of 1870–1872,s23614577n
rice riots of 1993,s23749041n
Year of bon,s23776447n
Kyōhō famine,s23821256n
Swedish famine of 1867-1869,s24392936n
